248;180;3.11;Semi
249;180;3;Semi
24A;180;2.3;Semi
24B;180;2.5;Semi
24C;135;9;Semi
24D;180;2.6;Semi
24E;180;3.64;Semi
250;135;3;Semi
251;135;3;Semi
252;180;2.6;Semi
253;90;1.1;Semi
254;90;1.3;Semi
255;180;3.6;Semi
256;135;1.8;Semi
257;135;1.9;Semi
258;135;2.97;Semi
259;135;1.9;Semi
25C;135;8;Semi
25D;180;2.62;Semi
25E;180;2.6;Semi
260;180;4.5;Semi
261;180;4.5;Semi
262;180;4.8;Semi
263;180;1.8;Semi
264;225;2.6;Semi
265;180;3;Semi
266;0;2;Semi
267;135;2.6;Semi
268;135;2.6;Semi
269;180;3;Semi
26A;180;4.8;Semi
26C;180;1.8;Semi
26F;0;33;Semi
271;180;1.8;Semi
272;180;1.3;Semi
273;180;4.8;Semi
274;0;5;Semi
275;0;5;Semi
276;135;1.7;Semi
277;135;4.5;Semi
278;135;3.18;Semi
279;135;1.7;Semi
27A;135;0.88;Semi
27B;135;1.3;Semi
27C;180;3;Semi
27D;0;2.4;Semi
27E;135;2;Semi
280;135;2.6;Semi
281;180;2.6;Semi
283;0;5;Semi
284;180;1.3;Semi
285;135;3.2;Semi
288;90;0.9;Semi
28A;180;4.8;Semi
28B;135;1.6;Semi
28C;180;7.7;Semi
28D;180;3.6;Semi
28E;180;4;Semi
28M;135;5;Semi
291;90;0.95;Semi
292;90;0.95;Semi
293;90;0.9;Semi
29A;180;1;Semi
29B;135;1.6;Semi
29C;0;1.9;Semi
29D;135;7.7;Semi
300;0;3;Semi
302;180;3.7;Semi
303;180;3.5;Semi
30B;135;1.6;Semi
30E;180;2.2;Semi
313;135;3.5;Semi
31A;180;3;Semi
31B;135;1.8;Semi
31E;180;4.8;Semi
320;180;3.6;Semi
32A;0;7.5;Semi
32B;135;1.8;Semi
32D;180;0.8;Semi
32E;180;4.8;Semi
332;135;3.49;Semi
339;135;1.63;Semi
33A;180;4.8;Semi
33B;180;1.7;Semi
33C;180;2.3;Semi
33D;180;0.6;Semi
33E;135;1.3;Semi
343;135;3.7;Semi
344;135;3.7;Semi
345;135;0.7;Semi
346;135;3.66;Semi
347;135;3.7;Semi
348;135;1.23;Semi
349;135;0.99;Semi
34A;180;0.8;Semi
34B;135;1.7;Semi
34D;135;0.6;Semi
34M;180;3.66;Semi
350;135;0.93;Semi
351;180;1;Semi
352;135;1.23;Semi
353;135;1;Semi
354;180;0.99;Semi
355;180;1.3;Semi
356;180;1.27;Semi
357;135;1.79;Semi
358;180;1.75;Semi
359;180;1.8;Semi
35A;135;1.9;Semi
35B;180;3.6;Semi
35D;135;0.6;Semi
35E;180;6.46;Semi
360;180;1.75;Semi
361;180;1.5;Semi
362;135;1.8;Semi
363;180;2.5;Semi
364;180;0.99;Semi
365;180;1.3;Semi
366;180;1.2;Semi
367;180;1.3;Semi
368;135;1.6;Semi
369;135;1.5;Semi
36B;135;1.7;Semi
36E;180;13;Semi
371;180;2.2;Semi
372;135;1.8;Semi
373;180;1.8;Semi
374;180;1.8;Semi
375;180;1.8;Semi
376;180;1.27;Semi
377;180;2.6;Semi
378;180;2.62;Semi
379;180;2.62;Semi
37A;180;3.7;Semi
37C;135;1.07;Semi
37E;0;15.24;Semi
381;180;1.98;Semi
382;180;1.98;Semi
383;135;1.79;Semi
384;180;2;Semi
385;180;1.8;Semi
386;180;2.6;Semi
389;180;2.2;Semi
38A;180;4.8;Semi
38B;135;1.3;Semi
38D;135;0.8;Semi
38E;135;1.9;Semi
390;180;2.18;Semi
391;180;3.6;Semi
392;0;5;Semi
393;0;4.45;Semi
394;180;3.99;Semi
395;180;2.6;Semi
396;135;3.18;Semi
397;180;2.2;Semi
398;180;1.98;Semi
399;135;1.98;Semi
39A;180;6.5;Semi
39B;135;1.3;Semi
39E;135;1.3;Semi
400;180;1.8;Semi
401;180;3.6;Semi
402;0;5.1;Semi
403;0;4.45;Semi
404;180;2.6;Semi
405;180;4.01;Semi
407;180;1.98;Semi
40A;180;5;Semi
40B;135;2.4;Semi
40C;180;5;Semi
40D;180;1.7;Semi
40E;180;14;Semi
411;0;5.08;Semi
412;180;2.6;Semi
413;135;3.18;Semi
414;180;4.8;Semi
417;180;4;Semi
419;135;6.5;Semi
41B;135;2.4;Semi
41D;135;2.4;Semi
41E;135;1.87;Semi
420;180;6;Semi
422;180;6;Semi
423;180;3.6;Semi
424;180;3.6;Semi
428;225;2.65;Semi
429;225;2.6;Semi
42B;180;1.8;Semi
42D;135;2.4;Semi
42E;135;1.3;Semi
430;225;2.6;Semi
431;225;3.62;Semi
432;225;3.62;Semi
433;225;3.62;Semi
434;225;2.6;Semi
435;225;4;Semi
436;180;4.24;Semi
437;180;4.3;Semi
438;180;2.65;Semi
439;180;2.65;Semi
43B;180;2.2;Semi
43C;180;4;Semi
43E;180;4.8;Semi
440;180;3.6;Semi
441;180;3.66;Semi
442;180;3.66;Semi
443;180;7;Semi
444;180;6.99;Semi
445;180;4;Semi
446;225;4.01;Semi
447;225;3.99;Semi
449;225;3.62;Semi
44C;180;4.24;Semi
44E;135;1.23;Semi
450;180;5;Semi
451;180;6;Semi
452;180;7.6;Semi
453;180;7.62;Semi
454;180;7.62;Semi
455;180;7.62;Semi
457;180;4;Semi
458;180;4;Semi
459;180;4.01;Semi
45B;135;2.6;Semi
45C;180;2.22;Semi
45D;135;1;Semi
45E;180;4.8;Semi
460;180;4.24;Semi
462;180;5;Semi
463;180;5;Semi
464;180;3.6;Semi
465;180;3.6;Semi
466;180;3.6;Semi
467;180;3.6;Semi
468;180;6.5;Semi
469;180;6.5;Semi
46A;180;5.47;Semi
46B;135;1.8;Semi
46C;135;0.97;Semi
46E;180;4.8;Semi
472;180;6.46;Semi
473;180;3;Semi
474;180;4.8;Semi
475;180;4.8;Semi
476;180;4.8;Semi
477;180;4.8;Semi
478;180;4.8;Semi
479;180;4.8;Semi
47A;180;1.5;Semi
47B;180;3;Semi
47D;180;1.3;Semi
480;180;6.46;Semi
482;135;0.76;Semi
483;135;1.07;Semi
485;135;1.3;Semi
487;135;1.07;Semi
488;135;1.31;Semi
489;135;1.31;Semi
48A;135;1.9;Semi
48B;135;1.8;Semi
48D;135;1.2;Semi
48E;135;3.2;Semi
493;180;1.2;Semi
495;180;1.51;Semi
496;180;1.5;Semi
498;135;1.6;Semi
499;135;1.6;Semi
49A;180;4.8;Semi
49B;135;1.8;Semi
49C;180;4.5;Semi
49D;180;1.8;Semi
49E;225;2.6;Semi
500;135;1.6;Semi
502;135;1.6;Semi
503;135;1.3;Semi
505;135;1.87;Semi
506;135;1.87;Semi
508;180;2.6;Semi
50B;135;5;Semi
50D;135;0.8;Semi
50E;135;1.3;Semi
512;180;1.24;Semi
513;180;1.2;Semi
515;135;1.9;Semi
516;135;1.9;Semi
517;135;1.9;Semi
518;135;1.3;Semi
519;135;1.12;Semi
51A;180;1.1;Semi
51B;180;3;Semi
51C;180;7.62;Semi
51D;0;1.6;Semi
51E;135;3;Semi
520;135;1.6;Semi
521;135;2.4;Semi
522;135;2.43;Semi
523;135;2.43;Semi
524;135;1.3;Semi
526;135;1.87;Semi
527;180;2;Semi
528;135;1.6;Semi
529;135;1.63;Semi
52A;180;4.8;Semi
52C;180;7.62;Semi
52D;135;0.4;Semi
52E;0;25.72;Semi
530;135;1.9;Semi
531;135;2.4;Semi
532;135;2.4;Semi
533;135;2.4;Semi
534;135;2.4;Semi
535;180;2.6;Semi
536;180;2.6;Semi
537;180;2;Semi
539;135;3;Semi
53A;180;1.1;Semi
53B;135;0.65;Semi
53C;135;6.46;Semi
53E;225;2.6;Semi
540;135;2.4;Semi
541;180;2.3;Semi
542;180;2.3;Semi
543;135;2.62;Semi
544;0;5.1;Semi
545;0;5.1;Semi
546;0;5.08;Semi
548;135;4;Semi
54A;180;3;Semi
54B;135;0.9;Semi
54C;180;4.8;Semi
54D;180;5;Semi
54E;135;3;Semi
550;135;2.97;Semi
551;135;3;Semi
552;135;3;Semi
553;180;3;Semi
554;180;3;Semi
555;180;2.97;Semi
556;0;5;Semi
557;180;2.6;Semi
558;135;3.6;Semi
559;135;3.6;Semi
55A;225;2.6;Semi
55B;180;2.2;Semi
55C;180;6.48;Semi
55D;135;0.4;Semi
55E;180;2.67;Semi
55M;0;7;Semi
560;135;4;Semi
561;135;3;Semi
562;0;6;Semi
563;0;6;Semi
564;0;6;Semi
565;0;6;Semi
566;135;9;Semi
567;135;4.5;Semi
568;135;4.5;Semi
56B;135;2.2;Semi
56C;135;5;Semi
56D;135;1;Semi
570;180;4.8;Semi
571;180;3.66;Semi
572;180;3.6;Semi
573;180;3.6;Semi
574;180;3.6;Semi
575;135;3.6;Semi
577;180;4.01;Semi
578;180;4;Semi
579;180;4;Semi
57A;180;5.5;Semi
57B;135;2.2;Semi
57C;135;5;Semi
57M;0;9;Semi
581;180;4.8;Semi
582;180;4.8;Semi
583;180;4;Semi
585;135;4;Semi
586;180;4;Semi
58A;180;5.5;Semi
58C;180;7.73;Semi
58D;135;0.4;Semi
58E;180;4;Semi
58M;0;4;Semi
593;180;4;Semi
596;180;3.99;Semi
59A;180;2.39;Semi
59C;180;4;Semi
59D;90;0.8;Semi
59E;180;4.8;Semi
59M;0;6;Semi
609;135;3.81;Semi
60A;180;3;Semi
60B;225;2.7;Semi
60C;180;4;Semi
60D;135;0.6;Semi
60E;0;15.24;Semi
60M;0;6;Semi
612;0;3.81;Semi
614;135;4;Semi
616;180;3.99;Semi
61A;180;2.2;Semi
61B;180;3.6;Semi
61D;90;1.3;Semi
61E;180;2.62;Semi
61M;0;9;Semi
621;0;4;Semi
623;135;4.5;Semi
624;180;4.24;Semi
626;180;4.5;Semi
62B;180;2.6;Semi
62C;135;3.2;Semi
62E;180;4.8;Semi
62M;0;15;Semi
633;180;4.5;Semi
63A;135;1.8;Semi
63B;225;2.6;Semi
63C;180;3.6;Semi
63D;135;1.1;Semi
63M;0;4;Semi
640;180;4.29;Semi
643;135;4.5;Semi
64A;135;2.6;Semi
64B;180;3.6;Semi
64C;180;4.8;Semi
64E;135;2.6;Semi
64M;0;6;Semi
657;135;5;Semi
659;180;5;Semi
65B;135;1.3;Semi
65C;0;5;Semi
65D;90;0.8;Semi
65M;0;6;Semi
660;180;4.8;Semi
663;0;5;Semi
666;180;5;Semi
667;180;4.8;Semi
66A;180;4;Semi
66B;135;1;Semi
66C;0;5.1;Semi
66D;0;18;Semi
66E;180;4.8;Semi
66M;0;6;Semi
67A;135;1.8;Semi
67B;180;1.8;Semi
67C;0;6;Semi
67D;135;1.1;Semi
67M;0;7;Semi
680;135;5;Semi
685;135;5;Semi
687;180;4.8;Semi
68A;135;2.5;Semi
68B;180;1.8;Semi
68C;180;2.2;Semi
68D;180;5;Semi
68E;180;4.5;Semi
68M;0;4;Semi
690;0;5;Semi
692;180;5.5;Semi
697;135;6;Semi
69A;180;2;Semi
69B;135;0.8;Semi
69C;180;3.6;Semi
69E;180;4.5;Semi
69M;0;4;Semi
701;0;6.03;Semi
703;180;6;Semi
706;0;6.03;Semi
708;135;6;Semi
70B;180;1.3;Semi
70C;180;3.6;Semi
70E;135;1.6;Semi
712;135;6;Semi
715;135;6;Semi
716;180;6;Semi
719;0;6.03;Semi
71A;0;6;Semi
71B;180;1.7;Semi
71C;180;1.3;Semi
71E;180;2.3;Semi
721;180;6.5;Semi
722;180;6.5;Semi
727;0;6.5;Semi
72A;180;4.8;Semi
72C;180;1.8;Semi
72D;180;4.8;Semi
72E;135;1.1;Semi
730;180;6.48;Semi
733;180;6.99;Semi
735;180;7;Semi
739;135;7.73;Semi
73C;135;3;Semi
73D;180;5;Semi
73E;180;4.8;Semi
741;135;7.73;Semi
742;180;7.5;Semi
747;135;7.7;Semi
748;180;8;Semi
74C;135;2.97;Semi
74E;180;1.7;Semi
754;135;1.2;Semi
755;135;1.2;Semi
756;135;1.8;Semi
757;135;1.23;Semi
758;180;1.75;Semi
759;180;1.7;Semi
75C;135;2.97;Semi
75E;180;3;Semi
760;135;1.79;Semi
761;135;1.3;Semi
762;180;1.75;Semi
763;180;2.59;Semi
764;180;2.6;Semi
766;135;1.8;Semi
767;180;2.62;Semi
768;135;2.62;Semi
769;180;3.6;Semi
76A;135;2;Semi
76E;180;4;Semi
770;180;2.12;Semi
771;180;1.98;Semi
772;180;2.6;Semi
773;180;2.2;Semi
774;180;3.66;Semi
776;180;4.01;Semi
778;180;2.65;Semi
77C;180;1.75;Semi
780;180;3.64;Semi
781;180;3.66;Semi
782;180;3.66;Semi
783;180;3.66;Semi
784;180;4.01;Semi
786;180;4;Semi
787;180;3.64;Semi
78C;135;9;Semi
78D;180;0.6;Semi
78E;0;6.5;Semi
791;135;9;Semi
794;180;0.75;Semi
795;135;0.71;Semi
797;180;2.6;Semi
798;180;3.66;Semi
799;180;2.6;Semi
79C;180;2.2;Semi
800;180;4;Semi
802;180;2.6;Semi
804;180;2.22;Semi
806;225;4.01;Semi
808;135;1.07;Semi
809;180;0.88;Semi
80C;180;3.6;Semi
80E;135;1.9;Semi
810;135;1.31;Semi
811;135;1.3;Semi
812;135;1.87;Semi
813;135;1.63;Semi
815;180;4;Semi
817;135;1.63;Semi
818;180;1.75;Semi
819;180;2.2;Semi
81A;135;2;Semi
81D;0;18;Semi
81E;135;1.1;Semi
820;180;4.8;Semi
821;180;3.6;Semi
823;180;5;Semi
824;180;3.6;Semi
825;135;1.3;Semi
826;135;1.7;Semi
827;135;1.23;Semi
828;180;3.5;Semi
829;180;3.5;Semi
82A;288;3;Semi
82C;135;1.8;Semi
82E;135;1.9;Semi
830;180;4;Semi
831;180;4;Semi
832;180;4.8;Semi
833;180;4.8;Semi
834;180;2.59;Semi
837;135;1.59;Semi
838;135;1.6;Semi
839;135;1.6;Semi
83A;135;1;Semi
83E;135;2.4;Semi
842;180;1.3;Semi
846;180;2;Semi
847;135;2.62;Semi
848;180;2.62;Semi
849;180;4;Semi
84A;135;1;Semi
850;135;1.8;Semi
852;180;4;Semi
853;180;4;Semi
854;180;4.8;Semi
855;180;4.8;Semi
856;180;4.8;Semi
857;180;3;Semi
858;135;1.3;Semi
859;180;3;Semi
85A;135;1.3;Semi
85E;180;4;Semi
861;135;0.93;Semi
862;180;0.79;Semi
863;180;0.85;Semi
864;135;2.2;Semi
865;135;2.22;Semi
866;135;2.6;Semi
867;135;2.6;Semi
868;180;1.3;Semi
869;180;1.3;Semi
86A;135;1.3;Semi
86C;180;5;Semi
86E;180;3;Semi
870;135;1.63;Semi
871;135;2.43;Semi
872;135;7.6;Semi
874;180;4.8;Semi
875;135;0.8;Semi
877;180;6;Semi
879;135;2.6;Semi
87A;180;1.3;Semi
87E;135;2.4;Semi
880;180;3;Semi
881;180;8.23;Semi
882;180;1.75;Semi
883;180;2.6;Semi
884;180;2.6;Semi
885;180;3.64;Semi
886;135;2.6;Semi
887;180;6.46;Semi
888;135;3.2;Semi
889;180;6.5;Semi
88A;180;1.3;Semi
88D;180;4;Semi
88E;135;1.1;Semi
890;135;1;Semi
891;135;1;Semi
892;135;1.2;Semi
893;135;1.3;Semi
894;135;1.3;Semi
895;135;1.8;Semi
896;135;1.8;Semi
897;180;1;Semi
898;180;1.3;Semi
899;180;1.31;Semi
89A;180;1.6;Semi
89D;180;6.5;Semi
89E;135;1.3;Semi
900;180;1.3;Semi
901;180;1.3;Semi
902;180;1.8;Semi
903;180;1.8;Semi
904;180;1.8;Semi
905;180;2.2;Semi
906;180;2.18;Semi
907;180;2.59;Semi
909;180;2;Semi
90A;180;1.6;Semi
90C;180;2;Semi
90D;0;18;Semi
90E;135;1.6;Semi
910;180;2;Semi
911;180;2;Semi
912;180;2;Semi
913;180;2.5;Semi
914;180;2.6;Semi
915;180;2.5;Semi
916;180;2.6;Semi
917;180;2.6;Semi
918;180;3.6;Semi
919;180;3.6;Semi
91A;180;2;Semi
91E;135;0.8;Semi
920;180;3.64;Semi
921;180;3.6;Semi
922;180;3.5;Semi
923;180;3;Semi
924;135;0.8;Semi
925;135;0.8;Semi
92A;180;2.5;Semi
92D;135;0.8;Semi
92E;135;1.3;Semi
930;135;0.8;Semi
932;135;2.2;Semi
933;135;2.5;Semi
934;180;1.8;Semi
935;180;0.8;Semi
93A;180;2.5;Semi
93E;135;1.3;Semi
94A;180;2.5;Semi
94C;135;2.97;Semi
94D;180;3.6;Semi
94E;135;1.6;Semi
950;135;1.5;Semi
951;135;1.5;Semi
95A;180;3;Semi
95C;135;3;Semi
95D;135;1.2;Semi
95E;135;1.6;Semi
960;135;1.3;Semi
961;135;1.3;Semi
964;180;1.8;Semi
965;180;1.8;Semi
966;180;2.2;Semi
967;180;2.2;Semi
968;180;2.6;Semi
969;180;2.5;Semi
96A;180;3;Semi
96C;0;5;Semi
96E;135;1.8;Semi
970;180;2.8;Semi
971;135;1;Semi
972;135;1.3;Semi
973;135;1.8;Semi
974;135;1.8;Semi
975;135;2.2;Semi
976;135;2.2;Semi
977;135;2.5;Semi
978;180;1.8;Semi
979;180;2.6;Semi
97A;135;1.31;Semi
97C;135;3.2;Semi
97E;135;2.4;Semi
98E;135;2.4;Semi
990;135;2.6;Semi
991;135;1.8;Semi
992;180;2.2;Semi
993;180;1;Semi
994;180;1;Semi
995;135;0.8;Semi
996;135;0.8;Semi
997;135;1;Semi
998;180;1.3;Semi
999;180;1.3;Semi
99A;288;3;Semi
99C;90;0.8;Semi
99E;135;3;Semi
AGB;180;2.5;Semi
AGC;180;2.5;Semi
BDG;180;3;Semi
BDJ;180;3;Semi
BFE;180;3;Semi
CBE;180;3.5;Semi
CFA;180;1.5;Semi
CGA;180;2.18;Semi
CGH;180;2.59;Semi
CHB;135;1.87;Semi
CHD;180;2;Semi
CHE;180;1.8;Semi
CIF;135;3;Semi
DBC;180;3.64;Semi
DCF;180;4;Semi
DCG;180;3.99;Semi
DCH;180;2.59;Semi
DDA;180;3.6;Semi
DDB;180;3.6;Semi
DDF;225;3.99;Semi
DDJ;180;3.64;Semi
DFF;180;3.66;Semi
DGE;180;4.8;Semi
EBF;135;1.87;Semi
EBG;180;2;Semi
EEE;180;3;Semi
EEH;135;3.7;Semi
EFC;0;6.03;Semi
EGB;180;3.64;Semi
EGE;135;3.7;Semi
EGG;180;3.99;Semi
EHC;180;3.99;Semi
EHJ;180;4.5;Semi
FAB;0;4;Semi
FGH;0;5;Semi
GAH;0;6;Semi
GDA;135;7.7;Semi
GFG;180;2.59;Semi
GHC;180;3.64;Semi
GIH;180;3.64;Semi
HAB;135;1.87;Semi
HAG;135;1.62;Semi
HAH;180;1.74;Semi
HBD;180;3.7;Semi
HBH;180;3.5;Semi
HBI;180;3.5;Semi
HCD;180;2.59;Semi
001;180;4.8;Cappio
002;180;5.5;Cappio
003;180;5;Cappio
004;135;2.6;Cappio
005;0;10;Cappio
006;0;10;Cappio
007;0;10;Cappio
008;180;1;Cappio
010;180;2.2;Cappio
011;180;4.5;Cappio
012;180;4.5;Cappio
013;135;1.19;Cappio
014;288;3;Cappio
015;135;0.7;Cappio
016;180;4;Cappio
017;180;0.88;Cappio
018;180;5;Cappio
019;225;2.7;Cappio
01A;0;7.5;Cappio
01B;135;1;Cappio
01C;135;1;Cappio
01D;135;0.8;Cappio
01G;135;1.9;Cappio
01O;180;3.5;Cappio
01U;180;3;Cappio
020;180;1.3;Cappio
022;180;2.6;Cappio
023;180;6.46;Cappio
024;180;3;Cappio
025;180;2.6;Cappio
026;180;3;Cappio
027;180;2.6;Cappio
029;180;2.6;Cappio
02A;180;6;Cappio
02B;135;1;Cappio
02C;135;0.8;Cappio
02D;180;0.6;Cappio
02E;180;4.8;Cappio
02G;135;2.4;Cappio
02O;180;2.4;Cappio
02U;180;3;Cappio
030;180;2;Cappio
032;180;3;Cappio
033;135;1.1;Cappio
034;180;4.8;Cappio
035;135;1.3;Cappio
036;135;1.23;Cappio
